S,I,R,p_I,p_R,t
53,7,0,0.00648894,0.01,0
49,11,0,0.00696441,0.01,1
42,18,0,0.0068851,0.01,2
38,22,0,0.024643,0.01,3
24,36,0,0.0173389,0.01,4
7,51,2,0.0203418,0.01,5
5,53,2,0.0143731,0.01,6
2,55,3,0.0138468,0.01,7
1,55,4,0.0283123,0.01,8
0,56,4,0.0276484,0.01,9
0,55,5,0.0266223,0.01,10
0,55,5,0.0184313,0.01,11
0,54,6,0.0170917,0.01,12
0,54,6,0.0141958,0.01,13
0,54,6,0.00659536,0.01,14
0,53,7,0.0140964,0.01,15
0,52,8,0.0174528,0.01,16
0,52,8,0.0176152,0.01,17
0,52,8,0.00540721,0.01,18
0,51,9,0.016178,0.01,19
0,51,9,0.013958,0.01,20
0,51,9,0.00969458,0.01,21
0,51,9,0.014086,0.01,22
0,50,10,0.0236081,0.01,23
0,49,11,0.014087,0.01,24
0,49,11,0.019342,0.01,25
0,49,11,0.0173672,0.01,26
0,48,12,0.023568,0.01,27
0,46,14,0.0187461,0.01,28
0,46,14,0.0299727,0.01,29
0,45,15,0.0143228,0.01,30
0,45,15,0.0237993,0.01,31
0,45,15,0.0264049,0.01,32
0,45,15,0.0123378,0.01,33
0,44,16,0.0272761,0.01,34
0,43,17,0.0168731,0.01,35
0,41,19,0.0259394,0.01,36
0,41,19,0.00952927,0.01,37
0,40,20,0.01142,0.01,38
0,39,21,0.0217595,0.01,39
0,39,21,0.0277126,0.01,40
0,39,21,0.026964,0.01,41
0,39,21,0.0259347,0.01,42
0,39,21,0.0136662,0.01,43
0,39,21,0.0226449,0.01,44
0,39,21,0.018072,0.01,45
0,39,21,0.0205655,0.01,46
0,39,21,0.0104997,0.01,47
0,39,21,0.0053751,0.01,48
0,39,21,0.0298998,0.01,49
0,39,21,0.00908023,0.01,50
0,38,22,0.0084475,0.01,51
0,38,22,0.0288055,0.01,52
0,38,22,0.0289188,0.01,53
0,38,22,0.010852,0.01,54
0,37,23,0.00688282,0.01,55
0,37,23,0.0252671,0.01,56
0,36,24,0.0175784,0.01,57
0,36,24,0.0245684,0.01,58
0,36,24,0.0187607,0.01,59
0,36,24,0.00645228,0.01,60
0,35,25,0.023718,0.01,61
0,34,26,0.0134731,0.01,62
0,34,26,0.0114128,0.01,63
0,33,27,0.0235455,0.01,64
0,33,27,0.00765845,0.01,65
0,33,27,0.0108424,0.01,66
0,31,29,0.0255938,0.01,67
0,31,29,0.00693254,0.01,68
0,31,29,0.0163139,0.01,69
0,31,29,0.0110261,0.01,70
0,31,29,0.00972075,0.01,71
0,31,29,0.00791725,0.01,72
0,31,29,0.0173665,0.01,73
0,31,29,0.0108608,0.01,74
0,30,30,0.02926,0.01,75
0,30,30,0.00788815,0.01,76
0,29,31,0.00977695,0.01,77
0,29,31,0.0297664,0.01,78
0,29,31,0.0149674,0.01,79
0,29,31,0.00575831,0.01,80
0,29,31,0.0127626,0.01,81
0,27,33,0.0106855,0.01,82
0,27,33,0.00902123,0.01,83
0,27,33,0.00516689,0.01,84
0,26,34,0.0194196,0.01,85
0,26,34,0.0114159,0.01,86
0,26,34,0.0297155,0.01,87
0,26,34,0.00772487,0.01,88
0,26,34,0.0136984,0.01,89
0,25,35,0.0151116,0.01,90
0,25,35,0.0288358,0.01,91
0,25,35,0.0197606,0.01,92
0,25,35,0.0255371,0.01,93
0,25,35,0.0085854,0.01,94
0,25,35,0.0221669,0.01,95
0,23,37,0.00741285,0.01,96
0,23,37,0.0198197,0.01,97
0,23,37,0.00743286,0.01,98
0,22,38,0.0112478,0.01,99
