S,I,R,p_I,p_R,t
949,51,0,0.164682,0.144759,0
7,848,145,0.156513,0.153138,1
0,737,263,0.0868044,0.131524,2
0,635,365,0.0881429,0.109576,3
0,582,418,0.160575,0.164979,4
0,495,505,0.157372,0.142679,5
0,430,570,0.0802109,0.160038,6
0,354,646,0.155809,0.12541,7
0,307,693,0.0565918,0.117889,8
0,282,718,0.125428,0.166917,9
0,244,756,0.113873,0.0933553,10
0,218,782,0.142562,0.0941163,11
0,195,805,0.10941,0.12662,12
0,164,836,0.16619,0.061699,13
0,157,843,0.0691487,0.125872,14
0,138,862,0.0900185,0.090471,15
0,127,873,0.0997381,0.149362,16
0,101,899,0.163119,0.0823185,17
0,89,911,0.16226,0.153378,18
0,78,922,0.113421,0.120097,19
0,67,933,0.136856,0.08801,20
0,63,937,0.126421,0.116027,21
0,60,940,0.0936129,0.116668,22
0,54,946,0.0567274,0.161372,23
0,50,950,0.102601,0.134157,24
0,42,958,0.130693,0.119934,25
0,36,964,0.158964,0.129019,26
0,30,970,0.1397,0.071845,27
0,27,973,0.112628,0.0934414,28
0,25,975,0.145006,0.0956767,29
0,21,979,0.160959,0.111074,30
0,20,980,0.149295,0.106466,31
0,19,981,0.0901387,0.134998,32
0,14,986,0.0716215,0.110371,33
0,11,989,0.0702496,0.111234,34
0,8,992,0.085544,0.117845,35
0,8,992,0.105027,0.123334,36
0,7,993,0.135288,0.0600798,37
0,7,993,0.151866,0.0654174,38
0,7,993,0.148479,0.0897801,39
0,6,994,0.112202,0.170162,40
0,6,994,0.139579,0.0985879,41
0,5,995,0.102208,0.0914852,42
0,5,995,0.116176,0.0596412,43
0,4,996,0.0664868,0.14771,44
0,4,996,0.0802746,0.0613112,45
0,3,997,0.0567136,0.0592618,46
0,3,997,0.0790716,0.0714977,47
0,3,997,0.133494,0.0898257,48
0,2,998,0.129424,0.0981359,49
0,2,998,0.114504,0.0781765,50
0,1,999,0.0715938,0.147366,51
0,1,999,0.0687071,0.063965,52
0,1,999,0.082679,0.105893,53
0,1,999,0.0902924,0.173746,54
0,1,999,0.162027,0.0871002,55
0,1,999,0.093888,0.172577,56
0,1,999,0.101707,0.133783,57
0,0,1000,0.16319,0.108423,58
0,0,1000,0.158462,0.0614882,59
0,0,1000,0.153797,0.0599343,60
0,0,1000,0.164964,0.168185,61
0,0,1000,0.150019,0.0805124,62
0,0,1000,0.122798,0.0876867,63
0,0,1000,0.138861,0.0950272,64
0,0,1000,0.0694314,0.090006,65
0,0,1000,0.0561687,0.150711,66
0,0,1000,0.0606168,0.0601934,67
0,0,1000,0.140058,0.127409,68
0,0,1000,0.163067,0.149904,69
0,0,1000,0.131565,0.0958559,70
0,0,1000,0.132352,0.0840206,71
0,0,1000,0.158571,0.166269,72
0,0,1000,0.155006,0.0961585,73
0,0,1000,0.0977145,0.172732,74
0,0,1000,0.126349,0.0835045,75
0,0,1000,0.13115,0.17164,76
0,0,1000,0.0852269,0.0850594,77
0,0,1000,0.0697042,0.147599,78
0,0,1000,0.0718941,0.155291,79
0,0,1000,0.0946222,0.156975,80
0,0,1000,0.153253,0.109953,81
0,0,1000,0.122501,0.171799,82
0,0,1000,0.119317,0.0837533,83
0,0,1000,0.129422,0.120817,84
0,0,1000,0.142837,0.117134,85
0,0,1000,0.0793846,0.0703854,86
0,0,1000,0.107123,0.0828263,87
0,0,1000,0.117711,0.167435,88
0,0,1000,0.0708766,0.0664133,89
0,0,1000,0.13214,0.167125,90
0,0,1000,0.0561,0.098285,91
0,0,1000,0.14289,0.0614516,92
0,0,1000,0.155936,0.0825934,93
0,0,1000,0.157841,0.143438,94
0,0,1000,0.0713039,0.104086,95
0,0,1000,0.0597244,0.12163,96
0,0,1000,0.0588301,0.147747,97
0,0,1000,0.147226,0.1696,98
0,0,1000,0.154673,0.13624,99
